TIME_PERIOD,variable,value,Country,Frequency
2021-04-01,PCPI_IX,111.7411,BW,M
2021-05-01,PCPI_IX,112.3207,BW,M
2021-06-01,PCPI_IX,110.8235,BW,M
2021-07-01,PCPI_IX,111.7062,BW,M
2021-08-01,PCPI_IX,111.8089,BW,M
2021-09-01,PCPI_IX,112.3168,BW,M
2021-10-01,PCPI_IX,113.3228,BW,M
2021-11-01,PCPI_IX,113.3,BW,M
2021-12-01,PCPI_IX,113.473,BW,M
2022-01-01,PCPI_IX,115.9858,BW,M
2022-02-01,PCPI_IX,116.3426,BW,M
2022-03-01,PCPI_IX,116.6,BW,M
2022-04-01,PCPI_IX,120.1,BW,M
2022-05-01,PCPI_IX,123.193,BW,M
2022-06-01,PCPI_IX,124.8479,BW,M
2022-07-01,PCPI_IX,127.722,BW,M
2022-08-01,PCPI_IX,128.1315,BW,M
2022-09-01,PCPI_IX,127.8035,BW,M
2022-10-01,PCPI_IX,128.1163,BW,M
2022-11-01,PCPI_IX,128.1163,BW,M
2022-12-01,PCPI_IX,127.5973,BW,M
2023-01-01,PCPI_IX,126.7998,BW,M
2023-02-01,PCPI_IX,126.9,BW,M
2023-03-01,PCPI_IX,128.2259,BW,M
2023-04-01,PCPI_IX,129.6634,BW,M
2023-05-01,PCPI_IX,130.2,BW,M
2023-06-01,PCPI_IX,130.5465,BW,M
2023-07-01,PCPI_IX,129.6617,BW,M
2023-08-01,PCPI_IX,129.7287,BW,M
2023-09-01,PCPI_IX,131.9162,BW,M
2023-10-01,PCPI_IX,132.0296,BW,M
2023-11-01,PCPI_IX,131.9918,BW,M
2023-12-01,PCPI_IX,132.1242,BW,M
2015-01-01,PCPI_IX,100.0294,CH,M
2015-02-01,PCPI_IX,99.7723,CH,M
2015-03-01,PCPI_IX,100.0978,CH,M
2015-04-01,PCPI_IX,99.9162,CH,M
2015-05-01,PCPI_IX,100.1488,CH,M
2015-06-01,PCPI_IX,100.2224,CH,M
2015-07-01,PCPI_IX,99.6065,CH,M
2015-08-01,PCPI_IX,99.4468,CH,M
2015-09-01,PCPI_IX,99.5456,CH,M
2015-10-01,PCPI_IX,99.6284,CH,M
2015-11-01,PCPI_IX,99.5566,CH,M
2015-12-01,PCPI_IX,99.1476,CH,M
2016-01-01,PCPI_IX,98.7624,CH,M
2016-02-01,PCPI_IX,98.9457,CH,M
2016-03-01,PCPI_IX,99.2362,CH,M
2016-04-01,PCPI_IX,99.5645,CH,M
2016-05-01,PCPI_IX,99.7082,CH,M
2016-06-01,PCPI_IX,99.8475,CH,M
2016-07-01,PCPI_IX,99.4044,CH,M
2016-08-01,PCPI_IX,99.3045,CH,M
2016-09-01,PCPI_IX,99.3649,CH,M
2016-10-01,PCPI_IX,99.4164,CH,M
2016-11-01,PCPI_IX,99.2199,CH,M
2016-12-01,PCPI_IX,99.1409,CH,M
2017-01-01,PCPI_IX,99.107,CH,M
2017-02-01,PCPI_IX,99.5849,CH,M
2017-03-01,PCPI_IX,99.7997,CH,M
2017-04-01,PCPI_IX,100.0004,CH,M
2017-05-01,PCPI_IX,100.1862,CH,M
2017-06-01,PCPI_IX,100.0444,CH,M
2017-07-01,PCPI_IX,99.7317,CH,M
2017-08-01,PCPI_IX,99.764,CH,M
2017-09-01,PCPI_IX,100.0128,CH,M
2017-10-01,PCPI_IX,100.0735,CH,M
2017-11-01,PCPI_IX,100.0008,CH,M
2017-12-01,PCPI_IX,99.9724,CH,M
2018-01-01,PCPI_IX,99.8406,CH,M
2018-02-01,PCPI_IX,100.2104,CH,M
2018-03-01,PCPI_IX,100.5935,CH,M
2018-04-01,PCPI_IX,100.8036,CH,M
2018-05-01,PCPI_IX,101.1873,CH,M
2018-06-01,PCPI_IX,101.1915,CH,M
2018-07-01,PCPI_IX,100.9587,CH,M
2018-08-01,PCPI_IX,100.9423,CH,M
2018-09-01,PCPI_IX,101.0024,CH,M
2018-10-01,PCPI_IX,101.1809,CH,M
2018-11-01,PCPI_IX,100.9228,CH,M
2018-12-01,PCPI_IX,100.6637,CH,M
2019-01-01,PCPI_IX,100.3998,CH,M
2019-02-01,PCPI_IX,100.7902,CH,M
2019-03-01,PCPI_IX,101.3269,CH,M
2019-04-01,PCPI_IX,101.5173,CH,M
2019-05-01,PCPI_IX,101.8291,CH,M
2019-06-01,PCPI_IX,101.7989,CH,M
2019-07-01,PCPI_IX,101.2735,CH,M
2019-08-01,PCPI_IX,101.2632,CH,M
2019-09-01,PCPI_IX,101.1522,CH,M
2019-10-01,PCPI_IX,100.9248,CH,M
2019-11-01,PCPI_IX,100.7904,CH,M
2019-12-01,PCPI_IX,100.8205,CH,M
2020-01-01,PCPI_IX,100.6029,CH,M
2020-02-01,PCPI_IX,100.7275,CH,M
2020-03-01,PCPI_IX,100.8049,CH,M
2020-04-01,PCPI_IX,100.4382,CH,M
2020-05-01,PCPI_IX,100.4803,CH,M
2020-06-01,PCPI_IX,100.5012,CH,M
2020-07-01,PCPI_IX,100.3419,CH,M
2020-08-01,PCPI_IX,100.3861,CH,M
2020-09-01,PCPI_IX,100.3431,CH,M
2020-10-01,PCPI_IX,100.3492,CH,M
2020-11-01,PCPI_IX,100.1002,CH,M
2020-12-01,PCPI_IX,100,CH,M
2021-01-01,PCPI_IX,100.0553,CH,M
2021-02-01,PCPI_IX,100.2198,CH,M
2021-03-01,PCPI_IX,100.5577,CH,M
2021-04-01,PCPI_IX,100.7675,CH,M
2021-05-01,PCPI_IX,101.0339,CH,M
2021-06-01,PCPI_IX,101.1087,CH,M
2021-07-01,PCPI_IX,101.023,CH,M
2021-08-01,PCPI_IX,101.2711,CH,M
2021-09-01,PCPI_IX,101.2887,CH,M
2021-10-01,PCPI_IX,101.5954,CH,M
2021-11-01,PCPI_IX,101.6346,CH,M
2021-12-01,PCPI_IX,101.5311,CH,M
2022-01-01,PCPI_IX,101.705,CH,M
2022-02-01,PCPI_IX,102.3754,CH,M
2022-03-01,PCPI_IX,102.9572,CH,M
2022-04-01,PCPI_IX,103.3351,CH,M
2022-05-01,PCPI_IX,104.0068,CH,M
2022-06-01,PCPI_IX,104.5312,CH,M
2022-07-01,PCPI_IX,104.4916,CH,M
2022-08-01,PCPI_IX,104.7671,CH,M
2022-09-01,PCPI_IX,104.5831,CH,M
2022-10-01,PCPI_IX,104.6392,CH,M
2022-11-01,PCPI_IX,104.6432,CH,M
2022-12-01,PCPI_IX,104.4149,CH,M
2023-01-01,PCPI_IX,105.0435,CH,M
2023-02-01,PCPI_IX,105.8273,CH,M
2023-03-01,PCPI_IX,105.9896,CH,M
2023-04-01,PCPI_IX,105.986,CH,M
2023-05-01,PCPI_IX,106.252,CH,M
2023-06-01,PCPI_IX,106.3196,CH,M
2023-07-01,PCPI_IX,106.1688,CH,M
2023-08-01,PCPI_IX,106.3955,CH,M
2023-09-01,PCPI_IX,106.3136,CH,M
2023-10-01,PCPI_IX,106.4112,CH,M
2023-11-01,PCPI_IX,106.1539,CH,M
2023-12-01,PCPI_IX,106.2055,CH,M
2015-01-01,PCPI_IX,310.75,SE,M
2015-02-01,PCPI_IX,312.93,SE,M
2015-03-01,PCPI_IX,313.19,SE,M
2015-04-01,PCPI_IX,313.16,SE,M
2015-05-01,PCPI_IX,314.24,SE,M
2015-06-01,PCPI_IX,313.33,SE,M
2015-07-01,PCPI_IX,313.43,SE,M
2015-08-01,PCPI_IX,312.81,SE,M
2015-09-01,PCPI_IX,314.06,SE,M
2015-10-01,PCPI_IX,314.29,SE,M
2015-11-01,PCPI_IX,313.75,SE,M
2015-12-01,PCPI_IX,314.21,SE,M
2016-01-01,PCPI_IX,313.13,SE,M
2016-02-01,PCPI_IX,314.14,SE,M
2016-03-01,PCPI_IX,315.7,SE,M
2016-04-01,PCPI_IX,315.64,SE,M
2016-05-01,PCPI_IX,316.21,SE,M
2016-06-01,PCPI_IX,316.54,SE,M
2016-07-01,PCPI_IX,316.73,SE,M
2016-08-01,PCPI_IX,316.38,SE,M
2016-09-01,PCPI_IX,316.91,SE,M
2016-10-01,PCPI_IX,318,SE,M
2016-11-01,PCPI_IX,318.1,SE,M
2016-12-01,PCPI_IX,319.68,SE,M
2017-01-01,PCPI_IX,317.5,SE,M
2017-02-01,PCPI_IX,319.73,SE,M
2017-03-01,PCPI_IX,319.68,SE,M
2017-04-01,PCPI_IX,321.54,SE,M
2017-05-01,PCPI_IX,321.74,SE,M
2017-06-01,PCPI_IX,321.97,SE,M
2017-07-01,PCPI_IX,323.69,SE,M
2017-08-01,PCPI_IX,323.18,SE,M
2017-09-01,PCPI_IX,323.62,SE,M
2017-10-01,PCPI_IX,323.38,SE,M
2017-11-01,PCPI_IX,324.04,SE,M
2017-12-01,PCPI_IX,325.23,SE,M
2018-01-01,PCPI_IX,322.51,SE,M
2018-02-01,PCPI_IX,324.87,SE,M
2018-03-01,PCPI_IX,325.76,SE,M
2018-04-01,PCPI_IX,327.1,SE,M
2018-05-01,PCPI_IX,327.86,SE,M
2018-06-01,PCPI_IX,328.62,SE,M
2018-07-01,PCPI_IX,330.33,SE,M
2018-08-01,PCPI_IX,329.63,SE,M
2018-09-01,PCPI_IX,331.14,SE,M
2018-10-01,PCPI_IX,330.72,SE,M
2018-11-01,PCPI_IX,330.4,SE,M
2018-12-01,PCPI_IX,331.87,SE,M
2019-01-01,PCPI_IX,328.56,SE,M
2019-02-01,PCPI_IX,331.02,SE,M
2019-03-01,PCPI_IX,331.79,SE,M
2019-04-01,PCPI_IX,334.11,SE,M
2019-05-01,PCPI_IX,334.95,SE,M
2019-06-01,PCPI_IX,334.47,SE,M
2019-07-01,PCPI_IX,335.8,SE,M
2019-08-01,PCPI_IX,334.39,SE,M
2019-09-01,PCPI_IX,335.95,SE,M
2019-10-01,PCPI_IX,336.04,SE,M
2019-11-01,PCPI_IX,336.36,SE,M
2019-12-01,PCPI_IX,337.68,SE,M
2020-01-01,PCPI_IX,332.82,SE,M
2020-02-01,PCPI_IX,334.47,SE,M
2020-03-01,PCPI_IX,333.91,SE,M
2020-04-01,PCPI_IX,332.9,SE,M
2020-05-01,PCPI_IX,334.91,SE,M
2020-06-01,PCPI_IX,336.84,SE,M
2020-07-01,PCPI_IX,337.57,SE,M
2020-08-01,PCPI_IX,337.07,SE,M
2020-09-01,PCPI_IX,337.27,SE,M
2020-10-01,PCPI_IX,336.97,SE,M
2020-11-01,PCPI_IX,337,SE,M
2020-12-01,PCPI_IX,339.34,SE,M
2021-01-01,PCPI_IX,338.09,SE,M
2021-02-01,PCPI_IX,339.01,SE,M
2021-03-01,PCPI_IX,339.54,SE,M
2021-04-01,PCPI_IX,340.37,SE,M
2021-05-01,PCPI_IX,341.04,SE,M
2021-06-01,PCPI_IX,341.32,SE,M
2021-07-01,PCPI_IX,342.23,SE,M
2021-08-01,PCPI_IX,343.99,SE,M
2021-09-01,PCPI_IX,345.74,SE,M
2021-10-01,PCPI_IX,346.44,SE,M
2021-11-01,PCPI_IX,348.03,SE,M
2021-12-01,PCPI_IX,352.47,SE,M
2022-01-01,PCPI_IX,350.56,SE,M
2022-02-01,PCPI_IX,353.56,SE,M
2022-03-01,PCPI_IX,359.8,SE,M
2022-04-01,PCPI_IX,362.02,SE,M
2022-05-01,PCPI_IX,365.82,SE,M
2022-06-01,PCPI_IX,370.95,SE,M
2022-07-01,PCPI_IX,371.28,SE,M
2022-08-01,PCPI_IX,377.81,SE,M
2022-09-01,PCPI_IX,383.21,SE,M
2022-10-01,PCPI_IX,384.04,SE,M
2022-11-01,PCPI_IX,387.93,SE,M
2022-12-01,PCPI_IX,395.96,SE,M
2023-01-01,PCPI_IX,391.5,SE,M
2023-02-01,PCPI_IX,395.82,SE,M
2023-03-01,PCPI_IX,398.08,SE,M
2023-04-01,PCPI_IX,399.93,SE,M
2023-05-01,PCPI_IX,401.19,SE,M
2023-06-01,PCPI_IX,405.49,SE,M
2023-07-01,PCPI_IX,405.67,SE,M
2023-08-01,PCPI_IX,405.97,SE,M
2023-09-01,PCPI_IX,408.05,SE,M
2023-10-01,PCPI_IX,409.07,SE,M
2023-11-01,PCPI_IX,410.35,SE,M
2023-12-01,PCPI_IX,413.34,SE,M
2015-01-01,PCPI_IX,193.4,EE,M
2015-02-01,PCPI_IX,194.5,EE,M
2015-03-01,PCPI_IX,195.7,EE,M
2015-04-01,PCPI_IX,196.6,EE,M
2015-05-01,PCPI_IX,197,EE,M
2015-06-01,PCPI_IX,196.7,EE,M
2015-07-01,PCPI_IX,196,EE,M
2015-08-01,PCPI_IX,195.4,EE,M
2015-09-01,PCPI_IX,194.3,EE,M
2015-10-01,PCPI_IX,194.5,EE,M
2015-11-01,PCPI_IX,193.92,EE,M
2015-12-01,PCPI_IX,192.5,EE,M
2016-01-01,PCPI_IX,192.3,EE,M
2016-02-01,PCPI_IX,193.6,EE,M
2016-03-01,PCPI_IX,195.2,EE,M
2016-04-01,PCPI_IX,195.1,EE,M
2016-05-01,PCPI_IX,195.2,EE,M
2016-06-01,PCPI_IX,195.9,EE,M
2016-07-01,PCPI_IX,195.9,EE,M
2016-08-01,PCPI_IX,196,EE,M
2016-09-01,PCPI_IX,196.4,EE,M
2016-10-01,PCPI_IX,195.7,EE,M
2016-11-01,PCPI_IX,195.9,EE,M
2016-12-01,PCPI_IX,196.8,EE,M
2017-01-01,PCPI_IX,197.6,EE,M
2017-02-01,PCPI_IX,200.2,EE,M
2017-03-01,PCPI_IX,200.7,EE,M
2017-04-01,PCPI_IX,201.3,EE,M
2017-05-01,PCPI_IX,201.7,EE,M
2017-06-01,PCPI_IX,201.6,EE,M
2017-07-01,PCPI_IX,202.9,EE,M
2017-08-01,PCPI_IX,203.7,EE,M
2017-09-01,PCPI_IX,203.6,EE,M
2017-10-01,PCPI_IX,203.1,EE,M
2017-11-01,PCPI_IX,204.2,EE,M
2017-12-01,PCPI_IX,203.5,EE,M
2018-01-01,PCPI_IX,204.4,EE,M
2018-02-01,PCPI_IX,206.3,EE,M
2018-03-01,PCPI_IX,206.4,EE,M
2018-04-01,PCPI_IX,207.2,EE,M
2018-05-01,PCPI_IX,207.8,EE,M
2018-06-01,PCPI_IX,209.7,EE,M
2018-07-01,PCPI_IX,210,EE,M
2018-08-01,PCPI_IX,211,EE,M
2018-09-01,PCPI_IX,211,EE,M
2018-10-01,PCPI_IX,212.1,EE,M
2018-11-01,PCPI_IX,211,EE,M
2018-12-01,PCPI_IX,210.5,EE,M
2019-01-01,PCPI_IX,210,EE,M
2019-02-01,PCPI_IX,210.3,EE,M
2019-03-01,PCPI_IX,211,EE,M
2019-04-01,PCPI_IX,213.8,EE,M
2019-05-01,PCPI_IX,214.3,EE,M
2019-06-01,PCPI_IX,214.7,EE,M
2019-07-01,PCPI_IX,214.4,EE,M
2019-08-01,PCPI_IX,215.9,EE,M
2019-09-01,PCPI_IX,215.6,EE,M
2019-10-01,PCPI_IX,215.4,EE,M
2019-11-01,PCPI_IX,214.9,EE,M
2019-12-01,PCPI_IX,214.2,EE,M
2020-01-01,PCPI_IX,213.4,EE,M
2020-02-01,PCPI_IX,214.4,EE,M
2020-03-01,PCPI_IX,212.9,EE,M
2020-04-01,PCPI_IX,212.1,EE,M
2020-05-01,PCPI_IX,210.7,EE,M
2020-06-01,PCPI_IX,212.6,EE,M
2020-07-01,PCPI_IX,212.6,EE,M
2020-08-01,PCPI_IX,213.9,EE,M
2020-09-01,PCPI_IX,213.3,EE,M
2020-10-01,PCPI_IX,212.2,EE,M
2020-11-01,PCPI_IX,212.5,EE,M
2020-12-01,PCPI_IX,212.5,EE,M
2021-01-01,PCPI_IX,213.9,EE,M
2021-02-01,PCPI_IX,215.7,EE,M
2021-03-01,PCPI_IX,215.3,EE,M
2021-04-01,PCPI_IX,216.1,EE,M
2021-05-01,PCPI_IX,218.2,EE,M
2021-06-01,PCPI_IX,220.7,EE,M
2021-07-01,PCPI_IX,223.1,EE,M
2021-08-01,PCPI_IX,224.7,EE,M
2021-09-01,PCPI_IX,227.5,EE,M
2021-10-01,PCPI_IX,227.1,EE,M
2021-11-01,PCPI_IX,231.3,EE,M
2021-12-01,PCPI_IX,238.3,EE,M
2022-01-01,PCPI_IX,238.1,EE,M
2022-02-01,PCPI_IX,241.6,EE,M
2022-03-01,PCPI_IX,248,EE,M
2022-04-01,PCPI_IX,256.9,EE,M
2022-05-01,PCPI_IX,261.8,EE,M
2022-06-01,PCPI_IX,268.9,EE,M
2022-07-01,PCPI_IX,274.1022,EE,M
2022-08-01,PCPI_IX,280.4,EE,M
2022-09-01,PCPI_IX,281.3,EE,M
2022-10-01,PCPI_IX,278.2,EE,M
2022-11-01,PCPI_IX,280.6,EE,M
2022-12-01,PCPI_IX,280.3,EE,M
2023-01-01,PCPI_IX,282.4,EE,M
2023-02-01,PCPI_IX,284,EE,M
2023-03-01,PCPI_IX,285.9,EE,M
2023-04-01,PCPI_IX,291.5,EE,M
2023-05-01,PCPI_IX,291.4,EE,M
2023-06-01,PCPI_IX,293.6,EE,M
2023-07-01,PCPI_IX,291.7,EE,M
2023-08-01,PCPI_IX,293.3,EE,M
2023-09-01,PCPI_IX,293.2,EE,M
2023-10-01,PCPI_IX,291.9,EE,M
2023-11-01,PCPI_IX,291.9,EE,M
2023-12-01,PCPI_IX,291.6,EE,M
2015-01-01,PCPI_IX,168.91,DZ,M
2015-02-01,PCPI_IX,170,DZ,M
2015-03-01,PCPI_IX,171.21,DZ,M
2015-04-01,PCPI_IX,170.64,DZ,M
2015-05-01,PCPI_IX,171.36,DZ,M
2015-06-01,PCPI_IX,172.14,DZ,M
2015-07-01,PCPI_IX,170.98,DZ,M
2015-08-01,PCPI_IX,172.85,DZ,M
2015-09-01,PCPI_IX,176.8,DZ,M
2015-10-01,PCPI_IX,176.07,DZ,M
2015-11-01,PCPI_IX,174.8,DZ,M
2015-12-01,PCPI_IX,176.08,DZ,M
2016-01-01,PCPI_IX,177.42,DZ,M
2016-02-01,PCPI_IX,177.06,DZ,M
2016-03-01,PCPI_IX,180.36,DZ,M
2016-04-01,PCPI_IX,182.07,DZ,M
2016-05-01,PCPI_IX,183.31,DZ,M
2016-06-01,PCPI_IX,185.79,DZ,M
2016-07-01,PCPI_IX,184.9,DZ,M
2016-08-01,PCPI_IX,185.67,DZ,M
2016-09-01,PCPI_IX,186.37,DZ,M
2016-10-01,PCPI_IX,185.14,DZ,M
2016-11-01,PCPI_IX,187.97,DZ,M
2016-12-01,PCPI_IX,188.33,DZ,M
2017-01-01,PCPI_IX,191.74,DZ,M
2017-02-01,PCPI_IX,190.63,DZ,M
2017-03-01,PCPI_IX,192.84,DZ,M
2017-04-01,PCPI_IX,193.54,DZ,M
2017-05-01,PCPI_IX,192.82,DZ,M
2017-06-01,PCPI_IX,193.37,DZ,M
2017-07-01,PCPI_IX,190.62,DZ,M
2017-08-01,PCPI_IX,194.03,DZ,M
2017-09-01,PCPI_IX,196.14,DZ,M
2017-10-01,PCPI_IX,197.18,DZ,M
2017-11-01,PCPI_IX,197.11,DZ,M
2017-12-01,PCPI_IX,197.62,DZ,M
2018-01-01,PCPI_IX,198.59,DZ,M
2018-02-01,PCPI_IX,197.44,DZ,M
2018-03-01,PCPI_IX,198.92,DZ,M
2018-04-01,PCPI_IX,200.07,DZ,M
2018-05-01,PCPI_IX,203.71,DZ,M
2018-06-01,PCPI_IX,205.92,DZ,M
2018-07-01,PCPI_IX,201.97,DZ,M
2018-08-01,PCPI_IX,202.89,DZ,M
2018-09-01,PCPI_IX,203.54,DZ,M
2018-10-01,PCPI_IX,205.97,DZ,M
2018-11-01,PCPI_IX,205.05,DZ,M
2018-12-01,PCPI_IX,202.96,DZ,M
2019-01-01,PCPI_IX,203.74,DZ,M
2019-02-01,PCPI_IX,202.75,DZ,M
2019-03-01,PCPI_IX,204.65,DZ,M
2019-04-01,PCPI_IX,204.68,DZ,M
2019-05-01,PCPI_IX,206.7,DZ,M
2019-06-01,PCPI_IX,206.12,DZ,M
2019-07-01,PCPI_IX,204.68,DZ,M
2019-08-01,PCPI_IX,206.83,DZ,M
2019-09-01,PCPI_IX,209.36,DZ,M
2019-10-01,PCPI_IX,209.14,DZ,M
2019-11-01,PCPI_IX,207.85,DZ,M
2019-12-01,PCPI_IX,207.9,DZ,M
2020-01-01,PCPI_IX,207.66,DZ,M
2020-02-01,PCPI_IX,206.45,DZ,M
2020-03-01,PCPI_IX,209.01,DZ,M
2020-04-01,PCPI_IX,209.6,DZ,M
2020-05-01,PCPI_IX,211.63,DZ,M
2020-06-01,PCPI_IX,211.97,DZ,M
2020-07-01,PCPI_IX,209.65,DZ,M
2020-08-01,PCPI_IX,209.89,DZ,M
2020-09-01,PCPI_IX,212.27,DZ,M
2020-10-01,PCPI_IX,215.83,DZ,M
2020-11-01,PCPI_IX,214.99,DZ,M
2020-12-01,PCPI_IX,215.21,DZ,M
2021-01-01,PCPI_IX,216.45,DZ,M
2021-02-01,PCPI_IX,217.36,DZ,M
2021-03-01,PCPI_IX,221.28,DZ,M
2021-04-01,PCPI_IX,224.64,DZ,M
2021-05-01,PCPI_IX,224.39,DZ,M
2021-06-01,PCPI_IX,223.35,DZ,M
2021-07-01,PCPI_IX,224.94,DZ,M
2021-08-01,PCPI_IX,228.14,DZ,M
2021-09-01,PCPI_IX,232.69,DZ,M
2021-10-01,PCPI_IX,235.59,DZ,M
2021-11-01,PCPI_IX,234.98,DZ,M
2021-12-01,PCPI_IX,233.47,DZ,M
2022-01-01,PCPI_IX,236,DZ,M
2022-02-01,PCPI_IX,237.36,DZ,M
2022-03-01,PCPI_IX,241.87,DZ,M
2022-04-01,PCPI_IX,247.09,DZ,M
2022-05-01,PCPI_IX,245.78,DZ,M
2022-06-01,PCPI_IX,247.52,DZ,M
2022-07-01,PCPI_IX,246.04,DZ,M
2022-08-01,PCPI_IX,250.6,DZ,M
2022-09-01,PCPI_IX,252.81,DZ,M
2022-10-01,PCPI_IX,254.63,DZ,M
2022-11-01,PCPI_IX,254.18,DZ,M
2022-12-01,PCPI_IX,255.17,DZ,M
2023-01-01,PCPI_IX,257.98,DZ,M
2023-02-01,PCPI_IX,260.79,DZ,M
2023-03-01,PCPI_IX,266.28,DZ,M
2023-04-01,PCPI_IX,271.55,DZ,M
2023-05-01,PCPI_IX,270.69,DZ,M
2023-06-01,PCPI_IX,270.13,DZ,M
2023-07-01,PCPI_IX,269.1,DZ,M
2023-08-01,PCPI_IX,274.96,DZ,M
2023-09-01,PCPI_IX,276.84,DZ,M
2023-10-01,PCPI_IX,275.47,DZ,M
2023-11-01,PCPI_IX,276.87,DZ,M
2023-12-01,PCPI_IX,275.17,DZ,M
2015-01-01,PCPI_IX,85.4,JM,M
2015-02-01,PCPI_IX,84.8,JM,M
2015-03-01,PCPI_IX,85.3,JM,M
2015-04-01,PCPI_IX,85.4,JM,M
2015-05-01,PCPI_IX,85.9,JM,M
2015-06-01,PCPI_IX,86.3,JM,M
2015-07-01,PCPI_IX,87,JM,M
2015-08-01,PCPI_IX,87.7,JM,M
2015-09-01,PCPI_IX,88.1,JM,M
2015-10-01,PCPI_IX,88.4,JM,M
2015-11-01,PCPI_IX,88.8,JM,M
2015-12-01,PCPI_IX,89,JM,M
2016-01-01,PCPI_IX,88.6,JM,M
2016-02-01,PCPI_IX,87.9,JM,M
2016-03-01,PCPI_IX,87.8,JM,M
2016-04-01,PCPI_IX,87.5,JM,M
2016-05-01,PCPI_IX,87.7,JM,M
2016-06-01,PCPI_IX,88.5,JM,M
2016-07-01,PCPI_IX,88.9,JM,M
2016-08-01,PCPI_IX,89.3,JM,M
2016-09-01,PCPI_IX,89.7,JM,M
2016-10-01,PCPI_IX,89.9,JM,M
2016-11-01,PCPI_IX,90.3,JM,M
2016-12-01,PCPI_IX,90.5,JM,M
2017-01-01,PCPI_IX,90.9,JM,M
2017-02-01,PCPI_IX,91.1,JM,M
2017-03-01,PCPI_IX,91.4,JM,M
2017-04-01,PCPI_IX,91.7,JM,M
2017-05-01,PCPI_IX,91.8,JM,M
2017-06-01,PCPI_IX,92.4,JM,M
2017-07-01,PCPI_IX,92.9,JM,M
2017-08-01,PCPI_IX,93.2,JM,M
2017-09-01,PCPI_IX,93.8,JM,M
2017-10-01,PCPI_IX,94.2,JM,M
2017-11-01,PCPI_IX,94.7,JM,M
2017-12-01,PCPI_IX,95.2,JM,M
2018-01-01,PCPI_IX,95.2,JM,M
2018-02-01,PCPI_IX,95.1,JM,M
2018-03-01,PCPI_IX,95,JM,M
2018-04-01,PCPI_IX,94.6,JM,M
2018-05-01,PCPI_IX,94.6,JM,M
2018-06-01,PCPI_IX,95,JM,M
2018-07-01,PCPI_IX,95.9,JM,M
2018-08-01,PCPI_IX,96.8,JM,M
2018-09-01,PCPI_IX,97.9,JM,M
2018-10-01,PCPI_IX,98.6,JM,M
2018-11-01,PCPI_IX,98.6,JM,M
2018-12-01,PCPI_IX,97.6,JM,M
2019-01-01,PCPI_IX,97.4,JM,M
2019-02-01,PCPI_IX,97.4,JM,M
2019-03-01,PCPI_IX,98.2,JM,M
2019-04-01,PCPI_IX,98.3,JM,M
2019-05-01,PCPI_IX,99.1,JM,M
2019-06-01,PCPI_IX,99,JM,M
2019-07-01,PCPI_IX,100,JM,M
2019-08-01,PCPI_IX,100.8,JM,M
2019-09-01,PCPI_IX,101.2,JM,M
2019-10-01,PCPI_IX,101.8,JM,M
2019-11-01,PCPI_IX,103.2,JM,M
2019-12-01,PCPI_IX,103.6,JM,M
2020-01-01,PCPI_IX,102.5,JM,M
2020-02-01,PCPI_IX,103.2,JM,M
2020-03-01,PCPI_IX,102.9,JM,M
2020-04-01,PCPI_IX,103.745131148577,JM,M
2020-05-01,PCPI_IX,103.801412225457,JM,M
2020-06-01,PCPI_IX,105.212718545297,JM,M
2020-07-01,PCPI_IX,105.725540581557,JM,M
2020-08-01,PCPI_IX,105.913309108001,JM,M
2020-09-01,PCPI_IX,106.143743198166,JM,M
2020-10-01,PCPI_IX,106.947446599287,JM,M
2020-11-01,PCPI_IX,107.619894357,JM,M
2020-12-01,PCPI_IX,109.01213775188,JM,M
2021-01-01,PCPI_IX,107.251937971294,JM,M
2021-02-01,PCPI_IX,107.1,JM,M
2021-03-01,PCPI_IX,108.3,JM,M
2021-04-01,PCPI_IX,107.7,JM,M
2021-05-01,PCPI_IX,109,JM,M
2021-06-01,PCPI_IX,109.8,JM,M
2021-07-01,PCPI_IX,111.4,JM,M
2021-08-01,PCPI_IX,112.3,JM,M
2021-09-01,PCPI_IX,114.9,JM,M
2021-10-01,PCPI_IX,116,JM,M
2021-11-01,PCPI_IX,116,JM,M
2021-12-01,PCPI_IX,117,JM,M
2022-01-01,PCPI_IX,117.6,JM,M
2022-02-01,PCPI_IX,118.6,JM,M
2022-03-01,PCPI_IX,120.5,JM,M
2022-04-01,PCPI_IX,120.4,JM,M
2022-05-01,PCPI_IX,120.9,JM,M
2022-06-01,PCPI_IX,121.8,JM,M
2022-07-01,PCPI_IX,122.7,JM,M
2022-08-01,PCPI_IX,123.8,JM,M
2022-09-01,PCPI_IX,125.5,JM,M
2022-10-01,PCPI_IX,127.4,JM,M
2022-11-01,PCPI_IX,128,JM,M
2022-12-01,PCPI_IX,127.9,JM,M
2023-01-01,PCPI_IX,127.2,JM,M
2023-02-01,PCPI_IX,127.8,JM,M
2023-03-01,PCPI_IX,128,JM,M
2023-04-01,PCPI_IX,127.4,JM,M
2023-05-01,PCPI_IX,128.2,JM,M
2023-06-01,PCPI_IX,129.5,JM,M
2023-07-01,PCPI_IX,130.8,JM,M
2023-08-01,PCPI_IX,132.2,JM,M
2023-09-01,PCPI_IX,132.9,JM,M
2023-10-01,PCPI_IX,133.9,JM,M
2023-11-01,PCPI_IX,136,JM,M
2023-12-01,PCPI_IX,136.7,JM,M
