TIME_PERIOD,variable,value,Country,Frequency
2016-08-01,PCPI_IX,93.476,CR,M
2016-09-01,PCPI_IX,93.035,CR,M
2016-10-01,PCPI_IX,92.926,CR,M
2016-11-01,PCPI_IX,92.925,CR,M
2016-12-01,PCPI_IX,93.288,CR,M
2017-01-01,PCPI_IX,93.819,CR,M
2017-02-01,PCPI_IX,94.197,CR,M
2017-03-01,PCPI_IX,93.8,CR,M
2017-04-01,PCPI_IX,93.943,CR,M
2017-05-01,PCPI_IX,94.151,CR,M
2017-06-01,PCPI_IX,94.227,CR,M
2017-07-01,PCPI_IX,94.533,CR,M
2017-08-01,PCPI_IX,94.327,CR,M
2017-09-01,PCPI_IX,94.562,CR,M
2017-10-01,PCPI_IX,95.087,CR,M
2017-11-01,PCPI_IX,95.24,CR,M
2017-12-01,PCPI_IX,95.689,CR,M
2018-01-01,PCPI_IX,96.078,CR,M
2018-02-01,PCPI_IX,96.281,CR,M
2018-03-01,PCPI_IX,96.251,CR,M
2018-04-01,PCPI_IX,96.175,CR,M
2018-05-01,PCPI_IX,96.067,CR,M
2018-06-01,PCPI_IX,96.238,CR,M
2018-07-01,PCPI_IX,96.503,CR,M
2018-08-01,PCPI_IX,96.44,CR,M
2018-09-01,PCPI_IX,96.653,CR,M
2018-10-01,PCPI_IX,97.014,CR,M
2018-11-01,PCPI_IX,97.424,CR,M
2018-12-01,PCPI_IX,97.629,CR,M
2019-01-01,PCPI_IX,97.679,CR,M
2019-02-01,PCPI_IX,97.759,CR,M
2019-03-01,PCPI_IX,97.617,CR,M
2019-04-01,PCPI_IX,98.165,CR,M
2019-05-01,PCPI_IX,98.298,CR,M
2019-06-01,PCPI_IX,98.568,CR,M
2019-07-01,PCPI_IX,99.292,CR,M
2019-08-01,PCPI_IX,99.194,CR,M
2019-09-01,PCPI_IX,99.097,CR,M
2019-10-01,PCPI_IX,99.025,CR,M
2019-11-01,PCPI_IX,99.232,CR,M
2019-12-01,PCPI_IX,99.115,CR,M
2020-01-01,PCPI_IX,99.225,CR,M
2020-02-01,PCPI_IX,99.509,CR,M
2020-03-01,PCPI_IX,99.479,CR,M
2020-04-01,PCPI_IX,99.04,CR,M
2020-05-01,PCPI_IX,98.896,CR,M
2020-06-01,PCPI_IX,98.875,CR,M
2020-07-01,PCPI_IX,99.128,CR,M
2020-08-01,PCPI_IX,99.124,CR,M
2020-09-01,PCPI_IX,99.394,CR,M
2020-10-01,PCPI_IX,99.473,CR,M
2020-11-01,PCPI_IX,99.474,CR,M
2020-12-01,PCPI_IX,100,CR,M
2021-01-01,PCPI_IX,100.177,CR,M
2021-02-01,PCPI_IX,99.921,CR,M
2021-03-01,PCPI_IX,99.949,CR,M
2021-04-01,PCPI_IX,100.238,CR,M
2021-05-01,PCPI_IX,100.223,CR,M
2021-06-01,PCPI_IX,100.762,CR,M
2021-07-01,PCPI_IX,100.555,CR,M
2021-08-01,PCPI_IX,100.833,CR,M
2021-09-01,PCPI_IX,101.467,CR,M
2021-10-01,PCPI_IX,101.964,CR,M
2021-11-01,PCPI_IX,102.802,CR,M
2021-12-01,PCPI_IX,103.299,CR,M
2022-01-01,PCPI_IX,103.681209886199,CR,M
2022-02-01,PCPI_IX,104.814702191711,CR,M
2022-03-01,PCPI_IX,105.739412223217,CR,M
2022-04-01,PCPI_IX,107.407077373976,CR,M
2022-05-01,PCPI_IX,108.957062606573,CR,M
2022-06-01,PCPI_IX,110.894144882131,CR,M
2022-07-01,PCPI_IX,112.098700010532,CR,M
2022-08-01,PCPI_IX,113.062769887822,CR,M
2022-09-01,PCPI_IX,111.98472589606,CR,M
2022-10-01,PCPI_IX,111.131512586794,CR,M
2022-11-01,PCPI_IX,111.288754621089,CR,M
2022-12-01,PCPI_IX,111.435921722409,CR,M
2023-01-01,PCPI_IX,111.614737259981,CR,M
2023-02-01,PCPI_IX,110.663164298154,CR,M
2023-03-01,PCPI_IX,110.41034162893,CR,M
2023-04-01,PCPI_IX,110.03083679027,CR,M
2023-05-01,PCPI_IX,109.914990512764,CR,M
2023-06-01,PCPI_IX,109.74253052964,CR,M
2023-07-01,PCPI_IX,109.537131960458,CR,M
2023-08-01,PCPI_IX,109.356455997619,CR,M
2023-09-01,PCPI_IX,109.481743123988,CR,M
2023-10-01,PCPI_IX,109.710205548474,CR,M
2023-11-01,PCPI_IX,109.458,CR,M
2023-12-01,PCPI_IX,109.469,CR,M
2015-01-01,PCPI_IX,124.3,CA,M
2015-02-01,PCPI_IX,125.4,CA,M
2015-03-01,PCPI_IX,126.3,CA,M
2015-04-01,PCPI_IX,126.2,CA,M
2015-05-01,PCPI_IX,126.9,CA,M
2015-06-01,PCPI_IX,127.2,CA,M
2015-07-01,PCPI_IX,127.3,CA,M
2015-08-01,PCPI_IX,127.3,CA,M
2015-09-01,PCPI_IX,127.1,CA,M
2015-10-01,PCPI_IX,127.2,CA,M
2015-11-01,PCPI_IX,127.1,CA,M
2015-12-01,PCPI_IX,126.5,CA,M
2016-01-01,PCPI_IX,126.8,CA,M
2016-02-01,PCPI_IX,127.1,CA,M
2016-03-01,PCPI_IX,127.9,CA,M
2016-04-01,PCPI_IX,128.3,CA,M
2016-05-01,PCPI_IX,128.8,CA,M
2016-06-01,PCPI_IX,129.1,CA,M
2016-07-01,PCPI_IX,128.9,CA,M
2016-08-01,PCPI_IX,128.7,CA,M
2016-09-01,PCPI_IX,128.8,CA,M
2016-10-01,PCPI_IX,129.1,CA,M
2016-11-01,PCPI_IX,128.6,CA,M
2016-12-01,PCPI_IX,128.4,CA,M
2017-01-01,PCPI_IX,129.5,CA,M
2017-02-01,PCPI_IX,129.7,CA,M
2017-03-01,PCPI_IX,129.9,CA,M
2017-04-01,PCPI_IX,130.4,CA,M
2017-05-01,PCPI_IX,130.5,CA,M
2017-06-01,PCPI_IX,130.4,CA,M
2017-07-01,PCPI_IX,130.4,CA,M
2017-08-01,PCPI_IX,130.5,CA,M
2017-09-01,PCPI_IX,130.8,CA,M
2017-10-01,PCPI_IX,130.9,CA,M
2017-11-01,PCPI_IX,131.3,CA,M
2017-12-01,PCPI_IX,130.8,CA,M
2018-01-01,PCPI_IX,131.7,CA,M
2018-02-01,PCPI_IX,132.5,CA,M
2018-03-01,PCPI_IX,132.9,CA,M
2018-04-01,PCPI_IX,133.3,CA,M
2018-05-01,PCPI_IX,133.4,CA,M
2018-06-01,PCPI_IX,133.6,CA,M
2018-07-01,PCPI_IX,134.3,CA,M
2018-08-01,PCPI_IX,134.2,CA,M
2018-09-01,PCPI_IX,133.7,CA,M
2018-10-01,PCPI_IX,134.1,CA,M
2018-11-01,PCPI_IX,133.5,CA,M
2018-12-01,PCPI_IX,133.4,CA,M
2019-01-01,PCPI_IX,133.6,CA,M
2019-02-01,PCPI_IX,134.5,CA,M
2019-03-01,PCPI_IX,135.4,CA,M
2019-04-01,PCPI_IX,136,CA,M
2019-05-01,PCPI_IX,136.6,CA,M
2019-06-01,PCPI_IX,136.3,CA,M
2019-07-01,PCPI_IX,137,CA,M
2019-08-01,PCPI_IX,136.8,CA,M
2019-09-01,PCPI_IX,136.2,CA,M
2019-10-01,PCPI_IX,136.6,CA,M
2019-11-01,PCPI_IX,136.4,CA,M
2019-12-01,PCPI_IX,136.4,CA,M
2020-01-01,PCPI_IX,136.8,CA,M
2020-02-01,PCPI_IX,137.4,CA,M
2020-03-01,PCPI_IX,136.6,CA,M
2020-04-01,PCPI_IX,135.7,CA,M
2020-05-01,PCPI_IX,136.1,CA,M
2020-06-01,PCPI_IX,137.2,CA,M
2020-07-01,PCPI_IX,137.2,CA,M
2020-08-01,PCPI_IX,137,CA,M
2020-09-01,PCPI_IX,136.9,CA,M
2020-10-01,PCPI_IX,137.5,CA,M
2020-11-01,PCPI_IX,137.7,CA,M
2020-12-01,PCPI_IX,137.4,CA,M
2021-01-01,PCPI_IX,138.2,CA,M
2021-02-01,PCPI_IX,138.9,CA,M
2021-03-01,PCPI_IX,139.6,CA,M
2021-04-01,PCPI_IX,140.3,CA,M
2021-05-01,PCPI_IX,141,CA,M
2021-06-01,PCPI_IX,141.4,CA,M
2021-07-01,PCPI_IX,142.3,CA,M
2021-08-01,PCPI_IX,142.6,CA,M
2021-09-01,PCPI_IX,142.9,CA,M
2021-10-01,PCPI_IX,143.9,CA,M
2021-11-01,PCPI_IX,144.2,CA,M
2021-12-01,PCPI_IX,144,CA,M
2022-01-01,PCPI_IX,145.3,CA,M
2022-02-01,PCPI_IX,146.8,CA,M
2022-03-01,PCPI_IX,148.9,CA,M
2022-04-01,PCPI_IX,149.8,CA,M
2022-05-01,PCPI_IX,151.9,CA,M
2022-06-01,PCPI_IX,152.9,CA,M
2022-07-01,PCPI_IX,153.1,CA,M
2022-08-01,PCPI_IX,152.6,CA,M
2022-09-01,PCPI_IX,152.7,CA,M
2022-10-01,PCPI_IX,153.8,CA,M
2022-11-01,PCPI_IX,154,CA,M
2022-12-01,PCPI_IX,153.1,CA,M
2023-01-01,PCPI_IX,153.9,CA,M
2023-02-01,PCPI_IX,154.5,CA,M
2023-03-01,PCPI_IX,155.3,CA,M
2023-04-01,PCPI_IX,156.4,CA,M
2023-05-01,PCPI_IX,157,CA,M
2023-06-01,PCPI_IX,157.2,CA,M
2023-07-01,PCPI_IX,158.1,CA,M
2023-08-01,PCPI_IX,158.7,CA,M
2023-09-01,PCPI_IX,158.5,CA,M
2023-10-01,PCPI_IX,158.6,CA,M
2023-11-01,PCPI_IX,158.8,CA,M
2023-12-01,PCPI_IX,158.3,CA,M
2015-01-01,PCPI_IX,99.12529,LV,M
2015-02-01,PCPI_IX,99.39298,LV,M
2015-03-01,PCPI_IX,100.2125,LV,M
2015-04-01,PCPI_IX,100.7893,LV,M
2015-05-01,PCPI_IX,101.3521,LV,M
2015-06-01,PCPI_IX,101.107,LV,M
2015-07-01,PCPI_IX,100.1158,LV,M
2015-08-01,PCPI_IX,99.58343,LV,M
2015-09-01,PCPI_IX,99.44253,LV,M
2015-10-01,PCPI_IX,99.74394,LV,M
2015-11-01,PCPI_IX,99.73082,LV,M
2015-12-01,PCPI_IX,99.4043,LV,M
2016-01-01,PCPI_IX,98.8461,LV,M
2016-02-01,PCPI_IX,98.91392,LV,M
2016-03-01,PCPI_IX,99.6414,LV,M
2016-04-01,PCPI_IX,99.99126,LV,M
2016-05-01,PCPI_IX,100.5751,LV,M
2016-06-01,PCPI_IX,100.5643,LV,M
2016-07-01,PCPI_IX,100.2387,LV,M
2016-08-01,PCPI_IX,99.55921,LV,M
2016-09-01,PCPI_IX,100.0139,LV,M
2016-10-01,PCPI_IX,100.7835,LV,M
2016-11-01,PCPI_IX,100.9886,LV,M
2016-12-01,PCPI_IX,101.5716,LV,M
2017-01-01,PCPI_IX,101.7133,LV,M
2017-02-01,PCPI_IX,102.1341,LV,M
2017-03-01,PCPI_IX,103.0262,LV,M
2017-04-01,PCPI_IX,103.4133,LV,M
2017-05-01,PCPI_IX,103.4313,LV,M
2017-06-01,PCPI_IX,103.6067,LV,M
2017-07-01,PCPI_IX,102.8932,LV,M
2017-08-01,PCPI_IX,102.6504,LV,M
2017-09-01,PCPI_IX,102.9198,LV,M
2017-10-01,PCPI_IX,103.613,LV,M
2017-11-01,PCPI_IX,103.7432,LV,M
2017-12-01,PCPI_IX,103.7569,LV,M
2018-01-01,PCPI_IX,103.7456,LV,M
2018-02-01,PCPI_IX,103.9752,LV,M
2018-03-01,PCPI_IX,105.265,LV,M
2018-04-01,PCPI_IX,105.4805,LV,M
2018-05-01,PCPI_IX,105.8033,LV,M
2018-06-01,PCPI_IX,106.4696,LV,M
2018-07-01,PCPI_IX,105.614,LV,M
2018-08-01,PCPI_IX,105.5419,LV,M
2018-09-01,PCPI_IX,106.2163,LV,M
2018-10-01,PCPI_IX,106.931,LV,M
2018-11-01,PCPI_IX,106.8039,LV,M
2018-12-01,PCPI_IX,106.4038,LV,M
2019-01-01,PCPI_IX,106.9089,LV,M
2019-02-01,PCPI_IX,106.9758,LV,M
2019-03-01,PCPI_IX,108.1824,LV,M
2019-04-01,PCPI_IX,109.1061,LV,M
2019-05-01,PCPI_IX,109.344,LV,M
2019-06-01,PCPI_IX,109.7107,LV,M
2019-07-01,PCPI_IX,108.6572,LV,M
2019-08-01,PCPI_IX,108.8734,LV,M
2019-09-01,PCPI_IX,108.9301,LV,M
2019-10-01,PCPI_IX,109.3437,LV,M
2019-11-01,PCPI_IX,109.0625,LV,M
2019-12-01,PCPI_IX,108.811,LV,M
2020-01-01,PCPI_IX,109.2358,LV,M
2020-02-01,PCPI_IX,109.3833,LV,M
2020-03-01,PCPI_IX,109.7016,LV,M
2020-04-01,PCPI_IX,109.1467,LV,M
2020-05-01,PCPI_IX,108.7079,LV,M
2020-06-01,PCPI_IX,108.9163,LV,M
2020-07-01,PCPI_IX,109.1799,LV,M
2020-08-01,PCPI_IX,108.6281,LV,M
2020-09-01,PCPI_IX,108.655,LV,M
2020-10-01,PCPI_IX,108.6181,LV,M
2020-11-01,PCPI_IX,108.3176,LV,M
2020-12-01,PCPI_IX,108.2719,LV,M
2021-01-01,PCPI_IX,108.7139,LV,M
2021-02-01,PCPI_IX,109.1787,LV,M
2021-03-01,PCPI_IX,110.023,LV,M
2021-04-01,PCPI_IX,110.971,LV,M
2021-05-01,PCPI_IX,111.5428,LV,M
2021-06-01,PCPI_IX,111.8644,LV,M
2021-07-01,PCPI_IX,112.2728,LV,M
2021-08-01,PCPI_IX,112.6934,LV,M
2021-09-01,PCPI_IX,113.8805,LV,M
2021-10-01,PCPI_IX,115.1769,LV,M
2021-11-01,PCPI_IX,116.4078,LV,M
2021-12-01,PCPI_IX,116.8443,LV,M
2022-01-01,PCPI_IX,116.8101,LV,M
2022-02-01,PCPI_IX,118.7128,LV,M
2022-03-01,PCPI_IX,122.6502,LV,M
2022-04-01,PCPI_IX,125.3879,LV,M
2022-05-01,PCPI_IX,130.3442,LV,M
2022-06-01,PCPI_IX,133.5006,LV,M
2022-07-01,PCPI_IX,136.4238,LV,M
2022-08-01,PCPI_IX,136.9766,LV,M
2022-09-01,PCPI_IX,139.1322,LV,M
2022-10-01,PCPI_IX,140.2357,LV,M
2022-11-01,PCPI_IX,141.8275,LV,M
2022-12-01,PCPI_IX,141.1822,LV,M
2023-01-01,PCPI_IX,141.9301,LV,M
2023-02-01,PCPI_IX,142.7675,LV,M
2023-03-01,PCPI_IX,143.8236,LV,M
2023-04-01,PCPI_IX,144.3098,LV,M
2023-05-01,PCPI_IX,146.1131,LV,M
2023-06-01,PCPI_IX,144.0865,LV,M
2023-07-01,PCPI_IX,145.1548,LV,M
2023-08-01,PCPI_IX,144.336,LV,M
2023-09-01,PCPI_IX,143.753,LV,M
2023-10-01,PCPI_IX,143.1703,LV,M
2023-11-01,PCPI_IX,143.1751,LV,M
2023-12-01,PCPI_IX,142.0697,LV,M
2015-01-01,PCPI_IX,84.3919433481626,CM,M
2015-02-01,PCPI_IX,84.6720313657199,CM,M
2015-03-01,PCPI_IX,84.6813801462003,CM,M
2015-04-01,PCPI_IX,85.0757327025566,CM,M
2015-05-01,PCPI_IX,85.2466492782544,CM,M
2015-06-01,PCPI_IX,85.6026958769126,CM,M
2015-07-01,PCPI_IX,85.8654740142762,CM,M
2015-08-01,PCPI_IX,85.7872723075237,CM,M
2015-09-01,PCPI_IX,86.0218774277813,CM,M
2015-10-01,PCPI_IX,86.0218774277813,CM,M
2015-11-01,PCPI_IX,85.8654740142762,CM,M
2015-12-01,PCPI_IX,86.1782808412863,CM,M
2016-01-01,PCPI_IX,85.8654740142762,CM,M
2016-02-01,PCPI_IX,85.7872723075237,CM,M
2016-03-01,PCPI_IX,85.8654740142762,CM,M
2016-04-01,PCPI_IX,86.0218774277813,CM,M
2016-05-01,PCPI_IX,86.4128859615439,CM,M
2016-06-01,PCPI_IX,86.1782808412863,CM,M
2016-07-01,PCPI_IX,86.2564825480389,CM,M
2016-08-01,PCPI_IX,86.4910876682964,CM,M
2016-09-01,PCPI_IX,86.4910876682964,CM,M
2016-10-01,PCPI_IX,86.2941447861318,CM,M
2016-11-01,PCPI_IX,86.2736356322684,CM,M
2016-12-01,PCPI_IX,86.4370275112867,CM,M
2017-01-01,PCPI_IX,86.1957725567783,CM,M
2017-02-01,PCPI_IX,86.1773834060031,CM,M
2017-03-01,PCPI_IX,86.2808381448446,CM,M
2017-04-01,PCPI_IX,86.6820806634097,CM,M
2017-05-01,PCPI_IX,86.6999909945796,CM,M
2017-06-01,PCPI_IX,86.6781241136459,CM,M
2017-07-01,PCPI_IX,86.725692788554,CM,M
2017-08-01,PCPI_IX,87.1167013223167,CM,M
2017-09-01,PCPI_IX,87.1949030290692,CM,M
2017-10-01,PCPI_IX,87.0988228526398,CM,M
2017-11-01,PCPI_IX,87.0529045322243,CM,M
2017-12-01,PCPI_IX,87.095746394368,CM,M
2018-01-01,PCPI_IX,86.9602979088116,CM,M
2018-02-01,PCPI_IX,86.8820962020591,CM,M
2018-03-01,PCPI_IX,86.9602979088116,CM,M
2018-04-01,PCPI_IX,87.2731047358217,CM,M
2018-05-01,PCPI_IX,87.4295081493268,CM,M
2018-06-01,PCPI_IX,87.4295081493268,CM,M
2018-07-01,PCPI_IX,87.5859115628318,CM,M
2018-08-01,PCPI_IX,87.6641132695844,CM,M
2018-09-01,PCPI_IX,88.055121803347,CM,M
2018-10-01,PCPI_IX,88.4461303371097,CM,M
2018-11-01,PCPI_IX,88.6025337506147,CM,M
2018-12-01,PCPI_IX,88.8371388708723,CM,M
2019-01-01,PCPI_IX,88.6025337506147,CM,M
2019-02-01,PCPI_IX,88.8371388708723,CM,M
2019-03-01,PCPI_IX,89.2281474046349,CM,M
2019-04-01,PCPI_IX,89.540954231645,CM,M
2019-05-01,PCPI_IX,89.540954231645,CM,M
2019-06-01,PCPI_IX,89.6973576451501,CM,M
2019-07-01,PCPI_IX,89.9319627654077,CM,M
2019-08-01,PCPI_IX,90.0883661789128,CM,M
2019-09-01,PCPI_IX,90.1665678856653,CM,M
2019-10-01,PCPI_IX,90.5575764194279,CM,M
2019-11-01,PCPI_IX,90.7921815396855,CM,M
2019-12-01,PCPI_IX,90.9485849531906,CM,M
2020-01-01,PCPI_IX,91.0267866599431,CM,M
2020-02-01,PCPI_IX,91.1049883666956,CM,M
2020-03-01,PCPI_IX,91.4177951937057,CM,M
2020-04-01,PCPI_IX,91.8870054342209,CM,M
2020-05-01,PCPI_IX,91.6524003139633,CM,M
2020-06-01,PCPI_IX,91.8088037274684,CM,M
2020-07-01,PCPI_IX,92.199812261231,CM,M
2020-08-01,PCPI_IX,92.3562156747361,CM,M
2020-09-01,PCPI_IX,92.3562156747361,CM,M
2020-10-01,PCPI_IX,92.7472242084987,CM,M
2020-11-01,PCPI_IX,92.7472242084987,CM,M
2020-12-01,PCPI_IX,92.9036276220038,CM,M
2021-01-01,PCPI_IX,92.7472242084987,CM,M
2021-02-01,PCPI_IX,92.8254259152512,CM,M
2021-03-01,PCPI_IX,93.2164344490139,CM,M
2021-04-01,PCPI_IX,93.4510395692715,CM,M
2021-05-01,PCPI_IX,93.6856446895291,CM,M
2021-06-01,PCPI_IX,93.9984515165392,CM,M
2021-07-01,PCPI_IX,94.5458634638069,CM,M
2021-08-01,PCPI_IX,94.4676617570543,CM,M
2021-09-01,PCPI_IX,94.5458634638069,CM,M
2021-10-01,PCPI_IX,94.7847766159162,CM,M
2021-11-01,PCPI_IX,94.9154899241762,CM,M
2021-12-01,PCPI_IX,96.1102596740915,CM,M
2022-01-01,PCPI_IX,96.5791078393726,CM,M
2022-02-01,PCPI_IX,96.9701163731353,CM,M
2022-03-01,PCPI_IX,97.5175283204029,CM,M
2022-04-01,PCPI_IX,98.6123522149384,CM,M
2022-05-01,PCPI_IX,99.2379658689586,CM,M
2022-06-01,PCPI_IX,99.6289744027212,CM,M
2022-07-01,PCPI_IX,100.332789763494,CM,M
2022-08-01,PCPI_IX,101.193008537772,CM,M
2022-09-01,PCPI_IX,101.818622191792,CM,M
2022-10-01,PCPI_IX,102.131429018802,CM,M
2022-11-01,PCPI_IX,102.67884096607,CM,M
2022-12-01,PCPI_IX,103.148051206585,CM,M
2023-01-01,PCPI_IX,103.453217174153,CM,M
2023-02-01,PCPI_IX,104.95561507309,CM,M
2023-03-01,PCPI_IX,105.844965094363,CM,M
2023-04-01,PCPI_IX,106.558240631899,CM,M
2023-05-01,PCPI_IX,107.011923341249,CM,M
2023-06-01,PCPI_IX,107.650362795602,CM,M
2023-07-01,PCPI_IX,108.087853252589,CM,M
2023-08-01,PCPI_IX,108.674322053237,CM,M
2023-09-01,PCPI_IX,108.872471314695,CM,M
2023-10-01,PCPI_IX,109.059420708907,CM,M
2023-11-01,PCPI_IX,109.064168164983,CM,M
2023-12-01,PCPI_IX,109.198829416848,CM,M
2015-01-01,PCPI_IX,90.77,MO,M
2015-02-01,PCPI_IX,91.58,MO,M
2015-03-01,PCPI_IX,91.76,MO,M
2015-04-01,PCPI_IX,92.04,MO,M
2015-05-01,PCPI_IX,92.5,MO,M
2015-06-01,PCPI_IX,92.95,MO,M
2015-07-01,PCPI_IX,93.16,MO,M
2015-08-01,PCPI_IX,93.34,MO,M
2015-09-01,PCPI_IX,93.47,MO,M
2015-10-01,PCPI_IX,93.86,MO,M
2015-11-01,PCPI_IX,93.95,MO,M
2015-12-01,PCPI_IX,94.19,MO,M
2016-01-01,PCPI_IX,94.23,MO,M
2016-02-01,PCPI_IX,95.13,MO,M
2016-03-01,PCPI_IX,94.79,MO,M
2016-04-01,PCPI_IX,94.82,MO,M
2016-05-01,PCPI_IX,94.95,MO,M
2016-06-01,PCPI_IX,95.05,MO,M
2016-07-01,PCPI_IX,95.1,MO,M
2016-08-01,PCPI_IX,94.88,MO,M
2016-09-01,PCPI_IX,94.95,MO,M
2016-10-01,PCPI_IX,95.11,MO,M
2016-11-01,PCPI_IX,95.39,MO,M
2016-12-01,PCPI_IX,95.55,MO,M
2017-01-01,PCPI_IX,95.89,MO,M
2017-02-01,PCPI_IX,95.48,MO,M
2017-03-01,PCPI_IX,95.48,MO,M
2017-04-01,PCPI_IX,95.58,MO,M
2017-05-01,PCPI_IX,95.85,MO,M
2017-06-01,PCPI_IX,96.06,MO,M
2017-07-01,PCPI_IX,96.08,MO,M
2017-08-01,PCPI_IX,96.17,MO,M
2017-09-01,PCPI_IX,96.28,MO,M
2017-10-01,PCPI_IX,96.58,MO,M
2017-11-01,PCPI_IX,97,MO,M
2017-12-01,PCPI_IX,97.5,MO,M
2018-01-01,PCPI_IX,97.55,MO,M
2018-02-01,PCPI_IX,98.46,MO,M
2018-03-01,PCPI_IX,98.02,MO,M
2018-04-01,PCPI_IX,98.33,MO,M
2018-05-01,PCPI_IX,98.69,MO,M
2018-06-01,PCPI_IX,99.05,MO,M
2018-07-01,PCPI_IX,99.28,MO,M
2018-08-01,PCPI_IX,99.36,MO,M
2018-09-01,PCPI_IX,99.66,MO,M
2018-10-01,PCPI_IX,99.82,MO,M
2018-11-01,PCPI_IX,100.03,MO,M
2018-12-01,PCPI_IX,100.37,MO,M
2019-01-01,PCPI_IX,100.52,MO,M
2019-02-01,PCPI_IX,101.21,MO,M
2019-03-01,PCPI_IX,100.8,MO,M
2019-04-01,PCPI_IX,101.06,MO,M
2019-05-01,PCPI_IX,101.34,MO,M
2019-06-01,PCPI_IX,101.64,MO,M
2019-07-01,PCPI_IX,101.86,MO,M
2019-08-01,PCPI_IX,102.17,MO,M
2019-09-01,PCPI_IX,102.38,MO,M
2019-10-01,PCPI_IX,102.68,MO,M
2019-11-01,PCPI_IX,102.73,MO,M
2019-12-01,PCPI_IX,102.94,MO,M
2020-01-01,PCPI_IX,103.52,MO,M
2020-02-01,PCPI_IX,103.56,MO,M
2020-03-01,PCPI_IX,103.3,MO,M
2020-04-01,PCPI_IX,103.13,MO,M
2020-05-01,PCPI_IX,103.03,MO,M
2020-06-01,PCPI_IX,102.59,MO,M
2020-07-01,PCPI_IX,102.14,MO,M
2020-08-01,PCPI_IX,102.21,MO,M
2020-09-01,PCPI_IX,101.97,MO,M
2020-10-01,PCPI_IX,101.91,MO,M
2020-11-01,PCPI_IX,101.83,MO,M
2020-12-01,PCPI_IX,102.05,MO,M
2021-01-01,PCPI_IX,102.3,MO,M
2021-02-01,PCPI_IX,102.58,MO,M
2021-03-01,PCPI_IX,102.29,MO,M
2021-04-01,PCPI_IX,102.47,MO,M
2021-05-01,PCPI_IX,102.51,MO,M
2021-06-01,PCPI_IX,102.5,MO,M
2021-07-01,PCPI_IX,102.53,MO,M
2021-08-01,PCPI_IX,102.61,MO,M
2021-09-01,PCPI_IX,102.81,MO,M
2021-10-01,PCPI_IX,102.83927868,MO,M
2021-11-01,PCPI_IX,103.06010335,MO,M
2021-12-01,PCPI_IX,103.06633469,MO,M
2022-01-01,PCPI_IX,103.31297356,MO,M
2022-02-01,PCPI_IX,103.40444633,MO,M
2022-03-01,PCPI_IX,103.38864972,MO,M
2022-04-01,PCPI_IX,103.55503994,MO,M
2022-05-01,PCPI_IX,103.64160254,MO,M
2022-06-01,PCPI_IX,103.85988561,MO,M
2022-07-01,PCPI_IX,103.94745236,MO,M
2022-08-01,PCPI_IX,103.77092941,MO,M
2022-09-01,PCPI_IX,103.96954984,MO,M
2022-10-01,PCPI_IX,103.88,MO,M
2022-11-01,PCPI_IX,103.85,MO,M
2022-12-01,PCPI_IX,103.85539428,MO,M
2023-01-01,PCPI_IX,104.10381448,MO,M
2023-02-01,PCPI_IX,103.76806065,MO,M
2023-03-01,PCPI_IX,103.81106061,MO,M
2023-04-01,PCPI_IX,103.93707826,MO,M
2023-05-01,PCPI_IX,104.07425879,MO,M
2023-06-01,PCPI_IX,104.1714152,MO,M
2023-07-01,PCPI_IX,104.24572632,MO,M
2023-08-01,PCPI_IX,104.25275922,MO,M
2023-09-01,PCPI_IX,104.30944683,MO,M
2023-10-01,PCPI_IX,104.46191259,MO,M
2023-11-01,PCPI_IX,104.48777932,MO,M
2023-12-01,PCPI_IX,104.74091112,MO,M
2015-01-01,PCPI_IX,99.54,FI,M
2015-02-01,PCPI_IX,99.79,FI,M
2015-03-01,PCPI_IX,100.12,FI,M
2015-04-01,PCPI_IX,100.11,FI,M
2015-05-01,PCPI_IX,100.03,FI,M
2015-06-01,PCPI_IX,100.03,FI,M
2015-07-01,PCPI_IX,99.81,FI,M
2015-08-01,PCPI_IX,99.99,FI,M
2015-09-01,PCPI_IX,100.13,FI,M
2015-10-01,PCPI_IX,100.29,FI,M
2015-11-01,PCPI_IX,100.11,FI,M
2015-12-01,PCPI_IX,99.99,FI,M
2016-01-01,PCPI_IX,99.57,FI,M
2016-02-01,PCPI_IX,99.7,FI,M
2016-03-01,PCPI_IX,100.08,FI,M
2016-04-01,PCPI_IX,100.37,FI,M
2016-05-01,PCPI_IX,100.34,FI,M
2016-06-01,PCPI_IX,100.39,FI,M
2016-07-01,PCPI_IX,100.32,FI,M
2016-08-01,PCPI_IX,100.37,FI,M
2016-09-01,PCPI_IX,100.54,FI,M
2016-10-01,PCPI_IX,100.75,FI,M
2016-11-01,PCPI_IX,100.77,FI,M
2016-12-01,PCPI_IX,101.02,FI,M
2017-01-01,PCPI_IX,100.41,FI,M
2017-02-01,PCPI_IX,100.92,FI,M
2017-03-01,PCPI_IX,100.91,FI,M
2017-04-01,PCPI_IX,101.22,FI,M
2017-05-01,PCPI_IX,101.06,FI,M
2017-06-01,PCPI_IX,101.14,FI,M
2017-07-01,PCPI_IX,100.85,FI,M
2017-08-01,PCPI_IX,101.11,FI,M
2017-09-01,PCPI_IX,101.32,FI,M
2017-10-01,PCPI_IX,101.3,FI,M
2017-11-01,PCPI_IX,101.55,FI,M
2017-12-01,PCPI_IX,101.51,FI,M
